timestamp;go_goroutines;go_memstats_alloc_bytes;go_memstats_gc_cpu_fraction;go_memstats_gc_sys_bytes;go_memstats_heap_alloc_bytes;go_memstats_heap_idle_bytes;go_memstats_heap_inuse_bytes;go_memstats_heap_objects;go_memstats_heap_released_bytes;go_memstats_heap_sys_bytes;go_memstats_last_gc_time_seconds;go_memstats_mspan_inuse_bytes;go_memstats_next_gc_bytes;go_memstats_other_sys_bytes;go_memstats_stack_inuse_bytes;go_memstats_stack_sys_bytes;go_threads;node_boot_time_seconds;node_entropy_available_bits;node_filefd_allocated;node_load1;node_load15;node_load5;node_memory_Active_anon_bytes;node_memory_Active_bytes;node_memory_Active_file_bytes;node_memory_AnonHugePages_bytes;node_memory_AnonPages_bytes;node_memory_Buffers_bytes;node_memory_Cached_bytes;node_memory_Committed_AS_bytes;node_memory_DirectMap2M_bytes;node_memory_DirectMap4k_bytes;node_memory_Dirty_bytes;node_memory_Inactive_anon_bytes;node_memory_Inactive_bytes;node_memory_Inactive_file_bytes;node_memory_KernelStack_bytes;node_memory_Mapped_bytes;node_memory_MemAvailable_bytes;node_memory_MemFree_bytes;node_memory_PageTables_bytes;node_memory_SReclaimable_bytes;node_memory_SUnreclaim_bytes;node_memory_Shmem_bytes;node_memory_Slab_bytes;node_procs_running;node_sockstat_TCP_alloc;node_sockstat_TCP_mem;node_sockstat_TCP_mem_bytes;node_sockstat_sockets_used;node_time_seconds;node_timex_frequency_adjustment_ratio;node_timex_maxerror_seconds;node_timex_offset_seconds;process_resident_memory_bytes;process_start_time_seconds
2021-02-25 10:15:00;8.0;3455552.0;1.49581479148e-05;3582216.0;3455552.0;61120512.0;5136384.0;14055.0;60694528.0;66256896.0;1614248127.9427178;88536.0;4901264.0;669329.0;851968.0;851968.0;14.0;1605086741.0;2872.0;3008.0;0.15;0.1;0.11;1117130752.0;2794999808.0;1677869056.0;136314880.0;1205104640.0;641425408.0;2730962944.0;5517398016.0;7931428864.0;658440192.0;16384.0;1703936.0;1795858432.0;1794154496.0;16408576.0;437989376.0;6615834624.0;3014832128.0;13930496.0;440000512.0;183832576.0;3387392.0;623833088.0;5.0;76.0;5.0;20480.0;599.0;1614248157.9396834;1.0000281783447265;0.3305;-7.5171e-05;25243648.0;1612092282.88
2021-02-25 10:16:00;7.0;2870472.0;1.49580467482e-05;3582216.0;2870472.0;61702144.0;4587520.0;9185.0;61620224.0;66289664.0;1614248187.941952;78880.0;4194304.0;669329.0;819200.0;819200.0;14.0;1605086741.0;2923.0;3008.0;0.05;0.09;0.09;1116807168.0;2794729472.0;1677922304.0;136314880.0;1204776960.0;641425408.0;2731003904.0;5516533760.0;7931428864.0;658440192.0;16384.0;1703936.0;1795846144.0;1794142208.0;16400384.0;437993472.0;6616166400.0;3015249920.0;13930496.0;439873536.0;183832576.0;3387392.0;623706112.0;4.0;76.0;8.0;32768.0;599.0;1614248217.9366448;1.0000281783447265;0.3605;-6.6851e-05;25243648.0;1612092282.88
2021-02-25 10:17:00;7.0;3389216.0;1.4958336779e-05;3582216.0;3389216.0;61300736.0;5021696.0;14017.0;60751872.0;66322432.0;1614248247.939289;87584.0;4760272.0;669329.0;786432.0;786432.0;14.0;1605086741.0;2975.0;3008.0;0.02;0.08;0.07;1116971008.0;2794967040.0;1677996032.0;136314880.0;1204940800.0;641425408.0;2731048960.0;5514465280.0;7931428864.0;658440192.0;159744.0;1703936.0;1795817472.0;1794113536.0;16400384.0;437997568.0;6615740416.0;3015024640.0;13930496.0;439627776.0;184033280.0;3387392.0;623661056.0;7.0;75.0;3.0;12288.0;598.0;1614248277.9359984;1.0000281783447265;0.3905;-5.9451e-05;25243648.0;1612092282.88
2021-02-25 10:18:00;7.0;2770352.0;1.4958368575e-05;3582216.0;2770352.0;62005248.0;4317184.0;14787.0;61472768.0;66322432.0;1614248307.9364295;87584.0;4255024.0;669329.0;786432.0;786432.0;14.0;1605086741.0;3027.0;3040.0;0.0;0.08;0.06;1116688384.0;2794749952.0;1678061568.0;136314880.0;1204658176.0;641425408.0;2731094016.0;5514457088.0;7931428864.0;658440192.0;233472.0;1703936.0;1795796992.0;1794093056.0;16400384.0;437997568.0;6616432640.0;3015344128.0;13930496.0;439955456.0;184066048.0;3387392.0;624021504.0;6.0;75.0;5.0;20480.0;598.0;1614248337.9356878;1.0000281783447265;0.4205;-5.2871e-05;25243648.0;1612092282.88
2021-02-25 10:19:00;7.0;3602528.0;1.4958524462e-05;3582216.0;3602528.0;61202432.0;5087232.0;14326.0;60784640.0;66289664.0;1614248367.9363878;89488.0;4682832.0;669329.0;819200.0;819200.0;14.0;1605086741.0;3074.0;3040.0;0.0;0.07;0.04;1116995584.0;2795110400.0;1678114816.0;136314880.0;1204965376.0;641425408.0;2731143168.0;5516423168.0;7931428864.0;658440192.0;241664.0;1703936.0;1795792896.0;1794088960.0;16416768.0;438001664.0;6615900160.0;3014680576.0;13930496.0;440037376.0;183996416.0;3387392.0;624033792.0;6.0;79.0;5.0;20480.0;602.0;1614248397.9339128;1.0000281783447265;0.4505;-4.7019e-05;25243648.0;1612092282.88
2021-02-25 10:20:00;7.0;3224600.0;1.49585826171e-05;3582216.0;3224600.0;61382656.0;4907008.0;12134.0;61259776.0;66289664.0;1614248427.9362223;98056.0;4471856.0;669329.0;819200.0;819200.0;14.0;1605086741.0;2865.0;3008.0;0.03;0.07;0.05;1116512256.0;2794684416.0;1678172160.0;136314880.0;1204482048.0;641425408.0;2731184128.0;5513601024.0;7931428864.0;658440192.0;32768.0;1703936.0;1795776512.0;1794072576.0;16416768.0;438001664.0;6616047616.0;3014754304.0;13930496.0;440070144.0;183996416.0;3387392.0;624066560.0;4.0;75.0;7.0;28672.0;598.0;1614248457.9348004;1.0000281783447265;0.4805;-4.1815e-05;25243648.0;1612092282.88
2021-02-25 10:21:00;8.0;2722040.0;1.49593949713e-05;3582216.0;2722040.0;61956096.0;4333568.0;14547.0;60317696.0;66289664.0;1614248487.934172;98056.0;4848112.0;669329.0;819200.0;819200.0;14.0;1605086741.0;2916.0;2976.0;0.14;0.08;0.08;1116491776.0;2794721280.0;1678229504.0;136314880.0;1204461568.0;641425408.0;2731233280.0;5513748480.0;7931428864.0;658440192.0;49152.0;1703936.0;1795768320.0;1794064384.0;16400384.0;438005760.0;6616399872.0;3015233536.0;13930496.0;439894016.0;183771136.0;3387392.0;623665152.0;5.0;75.0;5.0;20480.0;598.0;1614248517.9327884;1.0000281783447265;0.5105;-3.7186e-05;25243648.0;1612092282.88
2021-02-25 10:22:00;8.0;1970544.0;1.49592084112e-05;3582216.0;1970544.0;62644224.0;3645440.0;8486.0;62152704.0;66289664.0;1614248547.9352796;90712.0;4194304.0;669329.0;819200.0;819200.0;14.0;1605086741.0;2970.0;3040.0;0.13;0.09;0.09;1113948160.0;2792263680.0;1678315520.0;136314880.0;1201917952.0;641425408.0;2731274240.0;5514489856.0;7931428864.0;658440192.0;8192.0;1703936.0;1795723264.0;1794019328.0;16384000.0;438009856.0;6619226112.0;3017920512.0;13918208.0;439992320.0;183922688.0;3387392.0;623915008.0;8.0;75.0;6.0;24576.0;598.0;1614248577.9309254;1.0000281783447265;0.5405;-3.307e-05;25243648.0;1612092282.88
2021-02-25 10:23:00;7.0;3013616.0;1.49589157663e-05;3582216.0;3013616.0;61759488.0;4497408.0;16528.0;61530112.0;66256896.0;1614248607.92999;90712.0;4194304.0;669329.0;851968.0;851968.0;14.0;1605086741.0;3019.0;3072.0;0.05;0.08;0.07;1114595328.0;2792964096.0;1678368768.0;136314880.0;1202565120.0;641425408.0;2731315200.0;5513216000.0;7931428864.0;658440192.0;147456.0;1703936.0;1795710976.0;1794007040.0;16400384.0;438013952.0;6618460160.0;3017461760.0;13922304.0;439644160.0;183799808.0;3387392.0;623443968.0;5.0;75.0;3.0;12288.0;598.0;1614248637.9311368;1.0000281783447265;0.5705;-2.941e-05;25243648.0;1612092282.88
2021-02-25 10:24:00;8.0;3497936.0;1.49589769218e-05;3582216.0;3497936.0;61227008.0;5029888.0;13666.0;60719104.0;66256896.0;1614248667.9332774;88264.0;4823984.0;669329.0;851968.0;851968.0;14.0;1605086741.0;3069.0;3072.0;0.16;0.09;0.1;1116450816.0;2794885120.0;1678434304.0;136314880.0;1204428800.0;641425408.0;2731360256.0;5513994240.0;7931428864.0;658440192.0;155648.0;1703936.0;1795690496.0;1793986560.0;16416768.0;438013952.0;6616338432.0;3015135232.0;13926400.0;439803904.0;183869440.0;3387392.0;623673344.0;5.0;79.0;6.0;24576.0;602.0;1614248697.9312005;1.0000281783447265;0.6005;-2.6155e-05;25243648.0;1612092282.88
